group	file	keywords
СМГ ННГ	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\СМГ ННГ\procces_data_nng.py	ИТОГО
СМГ ННГ	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\СМГ ННГ\procces_data_nng.py	факт
СМГ ННГ	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\СМГ ННГ\procces_data_nng.py	МСГ
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	\ГПН КИП
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	\
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	\Илья\
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Январь
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Февраль
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Март
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Апрель
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Май
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Июнь
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Июль
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Август
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Сентябрь
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Октябрь
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Ноябрь
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Декабрь
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	наименование работ
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	план
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	наименование и марка
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	наименование должност
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	наименование субподрядн
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	наименование должност
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	наименование субподрядн
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	наименование и марка
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Примечание
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Примечание
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Нашлась строка числовых столбцов 
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	план
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	план
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	факт
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	план
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	факт
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	план
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	наименование работ
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	п/п
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	изм
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	ед
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	всего
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	начал
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	работ
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	план
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	ожид
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	начал
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	работ
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	начал
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	работ
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	факт
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	план
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	оконч
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	ожид
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	оконч
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	факт
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	оконч
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	выполн
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	план
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	нач
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	выполн
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	факт
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	нач
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	остат
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	выполн
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	меся
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	месяц
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	план
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	задан
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	факт
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	примечан
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	факт
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	план
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	на дату
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	ожид/
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	ожид
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	факт
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	план
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	наименован
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	марк
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	п/п
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	примеч
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	должност
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	п/п
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	примеч
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	А
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	я
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Обрабатывается таблица типа 
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Колонки финальные названия
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	факт
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	план
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	дни
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	факт
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	план
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	дни мес
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Дни мес
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Получена пустая таблица 
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Не получилось найти месяц в названии 
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Месяц не определяется
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	ТИП
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	ГТЭС
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	ВЛ
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	обр
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	правила
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	правила
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	по объекту
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	по объекту
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Началась обработка файла 
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Лот
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	правила
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Началась обработка листа 
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Тип файла определен как
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	наименование и марка техники
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	 профессий
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	наименование должностей
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	п/п
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Процент выполнения МСГ
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	ИТОГО
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	 определено 
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Индексы обновлены
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	ПОДПИСИ СТОРОН
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	Не обработан 
Томский интегрированный проект	E:\GPN_Project\MSG_DataBase_Analysis\parse_words_from_py\DATA\Томский интегрированный проект\New parser V3_2017_12.py	ТИП
